app_id,status,name,type,required_age,platforms,metacritic_score,category_ids,categories,genre_ids,genres,recommendations
340,True,Half-Life 2: Lost Coast,game,0,windows:mac:linux,NA,2:14:44,Single-player:Commentary available:Remote Play Together,1,Action,6084
360,True,Half-Life Deathmatch: Source,game,0,windows:mac:linux,NA,1:8,Multi-player:Valve Anti-Cheat enabled,1,Action,2045
364,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,True,Half-Life 2: Episode One,game,0,windows:mac:linux,87,2:22:13:18:23:15:16:14:44,Single-player:Steam Achievements:Captions available:Partial Controller Support:Steam Cloud:Stats:Includes Source SDK:Commentary available:Remote Play Together,1,Action,10559
400,True,Portal,game,0,windows:mac:linux,90,2:22:13:18:17:16:14:41:42:44,Single-player:Steam Achievements:Captions available:Partial Controller Support:Includes level editor:Includes Source SDK:Commentary available:Remote Play on Phone:Remote Play on Tablet:Remote Play Together,1,Action,61637
410,True,Portal: First Slice,demo,0,windows:mac,90,2:10:13:18,Single-player:Game demo:Captions available:Partial Controller Support,1,Action,NA
420,True,Half-Life 2: Episode Two,game,0,windows:mac:linux,90,2:22:13:18:23:15:16:14:44,Single-player:Steam Achievements:Captions available:Partial Controller Support:Steam Cloud:Stats:Includes Source SDK:Commentary available:Remote Play Together,1,Action,16058
440,True,Team Fortress 2,game,0,windows:mac:linux,92,1:27:22:29:13:30:35:18:8:15:17:14:41:42,Multi-player:Cross-Platform Multiplayer:Steam Achievements:Steam Trading Cards:Captions available:Steam Workshop:In-App Purchases:Partial Controller Support:Valve Anti-Cheat enabled:Stats:Includes level editor:Commentary available:Remote Play on Phone:Remote Play on Tablet,1:37,Action:Free to Play,11474
456,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,True,Left 4 Dead,game,0,windows:mac,89,2:1:9:22:28:13:23:8:15:25:16:14:43:44,Single-player:Multi-player:Co-op:Steam Achievements:Full controller support:Captions available:Steam Cloud:Valve Anti-Cheat enabled:Stats:Steam Leaderboards:Includes Source SDK:Commentary available:Remote Play on TV:Remote Play Together,1,Action,22323
510,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,True,Left 4 Dead 2,game,0,windows:mac:linux,89,2:1:49:36:9:38:22:28:29:13:30:23:8:15:16:14:41:42:43:44,Single-player:Multi-player:PvP:Online PvP:Co-op:Online Co-op:Steam Achievements:Full controller support:Steam Trading Cards:Captions available:Steam Workshop:Steam Cloud:Valve Anti-Cheat enabled:Stats:Includes Source SDK:Commentary available:Remote Play on Phone:Remote Play on Tablet:Remote Play on TV:Remote Play Together,1,Action,275272
560,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,True,Dota 2,game,0,windows:mac:linux,90,1:9:29:30:40:35:8,Multi-player:Co-op:Steam Trading Cards:Steam Workshop:SteamVR Collectibles:In-App Purchases:Valve Anti-Cheat enabled,1:37:2,Action:Free to Play:Strategy,14745
575,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,True,Portal 2,game,0,windows:mac:linux,95,2:1:9:38:39:24:22:28:29:13:30:23:15:17:14:41:42:43:44,Single-player:Multi-player:Co-op:Online Co-op:Shared/Split Screen Co-op:Shared/Split Screen:Steam Achievements:Full controller support:Steam Trading Cards:Captions available:Steam Workshop:Steam Cloud:Stats:Includes level editor:Commentary available:Remote Play on Phone:Remote Play on Tablet:Remote Play on TV:Remote Play Together,1:25,Action:Adventure,167548
629,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,True,Alien Swarm,game,0,windows,77,2:1:9:22:13:23:15:17:44,Single-player:Multi-player:Co-op:Steam Achievements:Captions available:Steam Cloud:Stats:Includes level editor:Remote Play Together,1,Action,330
635,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,True,Portal 2,game,0,windows:mac:linux,95,2:1:9:38:39:24:22:28:29:13:30:23:15:17:14:41:42:43:44,Single-player:Multi-player:Co-op:Online Co-op:Shared/Split Screen Co-op:Shared/Split Screen:Steam Achievements:Full controller support:Steam Trading Cards:Captions available:Steam Workshop:Steam Cloud:Stats:Includes level editor:Commentary available:Remote Play on Phone:Remote Play on Tablet:Remote Play on TV:Remote Play Together,1:25,Action:Adventure,167548
660,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,True,Counter-Strike: Global Offensive,game,0,windows:mac:linux,83,1:22:28:29:30:35:8:15:41:42:43,Multi-player:Steam Achievements:Full controller support:Steam Trading Cards:Steam Workshop:In-App Purchases:Valve Anti-Cheat enabled:Stats:Remote Play on Phone:Remote Play on Tablet:Remote Play on TV,1:37,Action:Free to Play,2881773
740,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,True,Steam Community Items,advertising,0,windows,NA,NA,NA,NA,NA,NA
754,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
900,True,Zombie Movie,movie,0,windows,NA,NA,NA,23,Indie,NA
901,True,Day of Defeat: Prelude to Victory,movie,0,windows,NA,NA,NA,NA,NA,NA
902,True,Dangerous Waters Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
903,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904,True,Half-Life 2 Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
905,True,Half-Life 2: Episode One Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
906,True,Rag Doll Kung Fu Trailer,movie,0,windows,NA,NA,NA,23,Indie,NA
907,True,Red Orchestra Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
908,True,Shadowgrounds Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
909,True,SiN Episode 1: Emergence Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
912,True,HL2:EP1 Launch Teaser 1,movie,0,windows,NA,NA,NA,NA,NA,NA
913,True,HL2:EP1 Launch Teaser 2,movie,0,windows,NA,NA,NA,NA,NA,NA
914,True,HL2:EP1 Launch Teaser 3,movie,0,windows,NA,NA,NA,NA,NA,NA
915,True,HL2:EP1 Launch Teaser 4,movie,0,windows,NA,NA,NA,NA,NA,NA
916,True,Half-Life 2: Episode Two Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
917,True,Day of Defeat: Jagd Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
918,True,Day of Defeat: Colmar Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
919,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,True,Portal Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
923,True,Team Fortress 2 Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
924,True,Red Orchestra Infantry Tutorial,movie,0,windows,NA,NA,NA,NA,NA,NA
925,True,Red Orchestra Vehicle Tutorial,movie,0,windows,NA,NA,NA,NA,NA,NA
926,True,Red Orchestra Lyes Krovy Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
927,True,GTI Racing Trailer,movie,0,windows,NA,NA,NA,9,Racing,NA
928,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,True,Uplink Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
930,True,Half-Life 2: Episode Two Trailer 2,movie,0,windows,NA,NA,NA,NA,NA,NA
931,True,Team Fortress 2 Trailer 2,movie,0,windows,NA,NA,NA,NA,NA,NA
932,True,HL2:EP2 Gameplay Video 1,movie,0,windows,NA,NA,NA,NA,NA,NA
933,True,HL2:EP2 Gameplay Video 2,movie,0,windows,NA,NA,NA,NA,NA,NA
934,True,HL2:EP2 Gameplay Video 3,movie,0,windows,NA,NA,NA,NA,NA,NA
935,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,True,HL2:EP2 Gameplay Video 4,movie,0,windows,NA,NA,NA,NA,NA,NA
937,True,HL2:EP2 Gameplay Video 5,movie,0,windows,NA,NA,NA,NA,NA,NA
938,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,True,Red Orchestra Fall Update Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
942,True,Heroes of Annihilated Empires Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
943,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,True,X3: Reunion 2.0 Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
946,True,Gumboy Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
947,True,Eets Trailer,movie,0,windows,NA,NA,NA,23,Indie,NA
948,True,Silverfall Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
949,True,Joint Task Force Trailer,movie,0,windows,NA,NA,NA,1,Action,NA
950,True,Hitman: Blood Money Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
951,True,Just Cause Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
953,True,TrackMania United Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
954,True,"Runaway, The Dream of the Turtle Trailer",movie,0,windows,NA,NA,NA,NA,NA,NA
955,True,Battlestations: Midway Trailer,movie,0,windows,NA,NA,NA,1,Action,NA
956,True,Project: Snowblind Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
957,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,True,Team Fortress 2: Meet the Heavy,movie,0,windows,NA,NA,NA,NA,NA,NA
961,True,Red Orchestra June '07 Update Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
962,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,True,TrackMania United Webisode 1,movie,0,windows,NA,NA,NA,NA,NA,NA
964,True,TrackMania United Webisode 2,movie,0,windows,NA,NA,NA,NA,NA,NA
965,True,TrackMania United Webisode 3,movie,0,windows,NA,NA,NA,NA,NA,NA
966,True,TrackMania United Webisode 4,movie,0,windows,NA,NA,NA,NA,NA,NA
967,True,TrackMania United Webisode 5,movie,0,windows,NA,NA,NA,NA,NA,NA
968,True,Sam & Max: Season 1 Trailer,movie,0,windows,NA,NA,NA,1:25,Action:Adventure,NA
969,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
970,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,True,Lost Planet Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
975,True,Kane & Lynch HD Trailer 2,movie,0,windows,NA,NA,NA,NA,NA,NA
976,True,Kane & Lynch HD Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
977,True,ThreadSpace: Hyperbol Trailer,movie,0,windows,NA,NA,NA,1:2,Action:Strategy,NA
978,True,Titan Quest - Immortal Throne Trailer,movie,0,windows,NA,NA,NA,3:1,RPG:Action,NA
979,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,True,SpaceForce™ Rogue Universe Trailer,movie,0,windows,NA,NA,NA,2:3,Strategy:RPG,NA
981,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,True,Gish Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
983,True,Call of Juarez Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
984,True,BioShock™ HD Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
985,True,Team Fortress 2: Meet the Soldier (English),movie,0,windows,NA,NA,NA,NA,NA,NA
986,True,RACE 07 Trailer,movie,0,windows,NA,NA,NA,9,Racing,NA
987,True,Team Fortress 2: Meet the Engineer,movie,0,windows,NA,NA,NA,NA,NA,NA
988,True,Kane & Lynch HD Trailer 3,movie,0,windows,NA,NA,NA,NA,NA,NA
989,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
990,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
991,True,Loki HD Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
992,True,Company of Heroes: Opposing Fronts Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
994,True,Team Fortress 2: Meet the Heavy (Russian),movie,0,windows,NA,NA,NA,NA,NA,NA
995,True,The Orange Box Commercial,movie,0,windows,NA,NA,NA,1,Action,NA
996,True,Two Worlds Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
997,True,Team Fortress 2: Meet the Demoman,movie,0,windows,NA,NA,NA,NA,NA,NA
998,True,Call of Duty 4 HD Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
999,True,Painkiller Overdose Trailer,movie,0,windows,NA,NA,NA,NA,NA,NA
1001,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1002,True,Rag Doll Kung Fu,game,0,windows,69,2:1,Single-player:Multi-player,23,Indie,NA
1003,True,Rag Doll Kung Fu Demo,demo,0,windows,69,2:10,Single-player:Game demo,23,Indie,NA
1007,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1200,True,Red Orchestra: Ostfront 41-45,game,0,windows:mac:linux,81,1:22:8,Multi-player:Steam Achievements:Valve Anti-Cheat enabled,1,Action,1126
1210,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1220,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,True,Mare Nostrum,mod,0,windows:mac:linux,NA,1:19:22,Multi-player:Mods:Steam Achievements,1,Action,NA
1240,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1250,True,Killing Floor,game,0,windows:mac:linux,72,2:1:9:27:22:29:30:8:15:17,Single-player:Multi-player:Co-op:Cross-Platform Multiplayer:Steam Achievements:Steam Trading Cards:Steam Workshop:Valve Anti-Cheat enabled:Stats:Includes level editor,1,Action,33911
1255,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,True,Killing Floor Outbreak Character Pack,dlc,0,windows:mac:linux,NA,2:1:9:21,Single-player:Multi-player:Co-op:Downloadable Content,1,Action,NA
1257,True,Killing Floor: Nightfall Character Pack,dlc,0,windows:mac:linux,NA,2:1:9:21,Single-player:Multi-player:Co-op:Downloadable Content,1,Action,NA
1259,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1260,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280,True,Darkest Hour: Europe '44-'45,mod,0,windows:mac:linux,NA,1:36:19:18:17,Multi-player:Online PvP:Mods:Partial Controller Support:Includes level editor,1:28,Action:Simulation,952
1290,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,True,SiN Episodes: Emergence,game,0,windows,75,2:15,Single-player:Stats,1,Action,392
1306,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,True,SiN: Gold,game,0,windows,NA,2:1:49:36:47,Single-player:Multi-player:PvP:Online PvP:LAN PvP,1,Action,NA
1317,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1320,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,True,Darwinia,game,0,windows:mac:linux,84,2,Single-player,23:2,Indie:Strategy,481
1502,True,Darwinia Demo,demo,0,windows,84,2:10,Single-player:Game demo,2:23,Strategy:Indie,NA
1504,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,True,Uplink,game,0,windows:mac:linux,75,2,Single-player,23:2,Indie:Strategy,1411
1520,True,DEFCON,game,0,windows:mac:linux,84,2:1,Single-player:Multi-player,23:2,Indie:Strategy,2152
1522,True,DEFCON Demo,demo,0,windows,84,2:1:10,Single-player:Multi-player:Game demo,2:23,Strategy:Indie,NA
1523,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,True,Multiwinia,game,0,windows:mac,76,2:1:22,Single-player:Multi-player:Steam Achievements,23,Indie,323
1532,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,True,Multiwinia Demo,demo,0,windows,76,2:10,Single-player:Game demo,23,Indie,NA
1600,True,Dangerous Waters,game,0,windows,82,2:1,Single-player:Multi-player,2,Strategy,231
1610,True,Space Empires IV Deluxe,game,0,windows,79,2:1,Single-player:Multi-player,2,Strategy,160
1620,True,Jagged Alliance 2 Gold,game,0,windows,NA,2,Single-player,2,Strategy,NA
1630,True,Disciples II: Rise of the Elves ,game,0,windows,80,2:1:9,Single-player:Multi-player:Co-op,2,Strategy,703
1635,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,True,Disciples II: Gallean's Return,game,0,windows,84,2:1:9,Single-player:Multi-player:Co-op,2,Strategy,817
1645,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1670,True,Iron Warriors: T - 72 Tank Command ,game,0,windows,56,2:1,Single-player:Multi-player,2,Strategy,228
1690,True,Space Empires V,game,0,windows,68,2:1,Single-player:Multi-player,2,Strategy,304
1700,True,Arx Fatalis,game,0,windows,77,2,Single-player,3,RPG,1008
1710,True,Arx Fatalis Demo,demo,0,windows,77,2:10,Single-player:Game demo,3,RPG,NA
1840,True,Source Filmmaker,game,0,windows,NA,30,Steam Workshop,51:58,Animation & Modeling:Video Production,283
1900,True,Earth 2160,game,0,windows:mac:linux,73,2:1:9:27:29,Single-player:Multi-player:Co-op:Cross-Platform Multiplayer:Steam Trading Cards,2,Strategy,541
1920,True,Two Worlds,advertising,0,windows,NA,2:1,Single-player:Multi-player,3,RPG,NA
1930,True,Two Worlds Epic Edition,game,0,windows:mac:linux,65,2:1:49:36:9:38:27:29:18,Single-player:Multi-player:PvP:Online PvP:Co-op:Online Co-op:Cross-Platform Multiplayer:Steam Trading Cards:Partial Controller Support,3,RPG,1878
2100,True,Dark Messiah of Might & Magic,game,0,windows,72,2:1:8,Single-player:Multi-player:Valve Anti-Cheat enabled,1:3,Action:RPG,4644
2110,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2114,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2115,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2120,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2130,True,Dark Messiah of Might & Magic,game,0,windows,72,2:1:8,Single-player:Multi-player:Valve Anti-Cheat enabled,1:3,Action:RPG,4644
2145,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2150,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2200,True,Quake III Arena,game,0,windows,NA,2:1:23,Single-player:Multi-player:Steam Cloud,1,Action,1799
2210,True,Quake IV,game,18,windows,81,2:1:23,Single-player:Multi-player:Steam Cloud,1,Action,1225
2270,True,Wolfenstein 3D,game,0,windows,NA,2:23,Single-player:Steam Cloud,1,Action,2001
2280,True,Ultimate Doom,game,0,windows,NA,2:1:49:37:9:39:24:28:23:44,Single-player:Multi-player:PvP:Shared/Split Screen PvP:Co-op:Shared/Split Screen Co-op:Shared/Split Screen:Full controller support:Steam Cloud:Remote Play Together,1,Action,6317
2290,True,Final DOOM,game,0,windows,NA,2:23,Single-player:Steam Cloud,1,Action,790
2300,True,DOOM II,game,0,windows,83,2:1:49:37:9:39:24:28:23:44,Single-player:Multi-player:PvP:Shared/Split Screen PvP:Co-op:Shared/Split Screen Co-op:Shared/Split Screen:Full controller support:Steam Cloud:Remote Play Together,1,Action,3519
2310,True,QUAKE,game,0,windows,94,2:1:9:23,Single-player:Multi-player:Co-op:Steam Cloud,1,Action,3609
2320,True,QUAKE II,game,0,windows,NA,2:1:9:23,Single-player:Multi-player:Co-op:Steam Cloud,1,Action,2078
2330,True,QUAKE II Mission Pack: The Reckoning,game,0,windows,NA,2:1:23,Single-player:Multi-player:Steam Cloud,1,Action,113
2340,True,QUAKE II Mission Pack: Ground Zero,game,0,windows,NA,2:1:23,Single-player:Multi-player:Steam Cloud,1,Action,120
2350,True,QUAKE III: Team Arena,game,0,windows,69,2:1:23,Single-player:Multi-player:Steam Cloud,1,Action,150
2360,True,HeXen: Beyond Heretic,game,0,windows,NA,2:23,Single-player:Steam Cloud,1,Action,357
2370,True,HeXen: Deathkings of the Dark Citadel,game,0,windows,NA,2:23,Single-player:Steam Cloud,1,Action,102
2390,True,Heretic: Shadow of the Serpent Riders,game,0,windows,NA,2:1:23,Single-player:Multi-player:Steam Cloud,1,Action,555
2400,True,The Ship: Murder Party,game,0,windows,76,2:1:49:36:47:29:8,Single-player:Multi-player:PvP:Online PvP:LAN PvP:Steam Trading Cards:Valve Anti-Cheat enabled,1:23:3,Action:Indie:RPG,2506
2403,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2410,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2413,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
